product_variant_id,product_id,sku,barcode_ean,sale_price,cost_price,weight_kg,icms_rate,ipi_rate,is_active_variant,product_name,description,brand_id,category_id,ncm_code,unit_of_measure,is_active_product,category_name,slug,parent_category_id,is_active_category,brand_name,country,is_active_brand
253,126,LHN-237052,7804743460625.0,3083.67,1519.05,6.303,12.0,10.0,True,Hélice de Alumínio 9713,Hélice 3 pás para motor de popa,12,10,84517271,UN,True,Iluminação,iluminacao,1.0,True,Marisul,BR,True
254,126,LHN-818024,3812279400927.0,1278.83,659.19,10.66,17.0,5.0,True,Hélice de Alumínio 9713,Hélice 3 pás para motor de popa,12,10,84517271,UN,True,Iluminação,iluminacao,1.0,True,Marisul,BR,True
255,127,LHN-513044,128979094049.0,3662.67,1840.54,40.316,17.0,5.0,True,Defensa Náutica 6521,Defensa cilíndrica em PVC,8,10,30757790,PC,True,Iluminação,iluminacao,1.0,True,Simrad,,True
256,127,LHN-812832,,1360.44,1007.73,20.352,18.0,10.0,True,Defensa Náutica 6521,Defensa cilíndrica em PVC,8,10,30757790,PC,True,Iluminação,iluminacao,1.0,True,Simrad,,True
257,128,LHN-263950,8643397477202.0,69.33,41.27,41.884,18.0,10.0,True,Cabo Náutico 7174,Cabo de polipropileno trançado,6,8,39856733,M,True,Hélices,helices,1.0,True,Raymarine,,True
258,128,LHN-762559,9387401295336.0,2498.44,1747.16,19.572,18.0,10.0,True,Cabo Náutico 7174,Cabo de polipropileno trançado,6,8,39856733,M,True,Hélices,helices,1.0,True,Raymarine,,True
259,129,LHN-715346,9663624388056.0,356.8,233.2,48.7,17.0,5.0,True,Defensa Náutica 4517,Defensa cilíndrica em PVC,1,10,43783129,PC,True,Iluminação,iluminacao,1.0,True,Yamaha Marine,,True
260,129,LHN-967929,4768446085369.0,1489.6,961.03,35.376,17.0,10.0,True,Defensa Náutica 4517,Defensa cilíndrica em PVC,1,10,43783129,PC,True,Iluminação,iluminacao,1.0,True,Yamaha Marine,,True
261,130,LHN-744271,8062045188879.0,2489.83,1251.17,35.62,17.0,0.0,True,Tinta Antifouling 9285,Tinta antiincrustante 3.6L para casco,1,13,11241322,L,True,SEGURANÇA,seguranca,2.0,True,Yamaha Marine,,True
262,130,LHN-141757,387023463228.0,1403.13,783.87,25.648,12.0,5.0,True,Tinta Antifouling 9285,Tinta antiincrustante 3.6L para casco,1,13,11241322,L,True,SEGURANÇA,seguranca,2.0,True,Yamaha Marine,,True
263,130,LHN-788016,3768154499510.0,2974.82,1859.26,7.245,12.0,0.0,True,Tinta Antifouling 9285,Tinta antiincrustante 3.6L para casco,1,13,11241322,L,True,SEGURANÇA,seguranca,2.0,True,Yamaha Marine,,True
264,131,LHN-965938,,1981.04,925.72,14.807,17.0,0.0,True,Âncora Bruce 7031,Âncora de garra tipo Bruce em aço galvanizado,5,1,70800144,UN,True,Equipamentos,equipamentos,,True,Garmin,,True
265,131,LHN-510659,9388217110455.0,2832.12,1966.75,31.082,17.0,0.0,True,Âncora Bruce 7031,Âncora de garra tipo Bruce em aço galvanizado,5,1,70800144,UN,True,Equipamentos,equipamentos,,True,Garmin,,True
266,132,LHN-025829,3830861158209.0,3372.27,1863.13,13.534,17.0,10.0,True,Tinta Antifouling 7287,Tinta antiincrustante 3.6L para casco,6,11,24414511,L,True,Pintura Marítima,pintura-maritima,1.0,True,Raymarine,,True
267,133,LHN-932582,9218867106150.0,839.41,505.67,20.615,12.0,0.0,True,Âncora Bruce 7309,Âncora de garra tipo Bruce em aço galvanizado,10,12,19667984,UN,True,Manutenção,manutencao,1.0,True,MaxSea,JP,True
268,133,LHN-929459,,2402.23,1195.14,44.225,12.0,10.0,True,Âncora Bruce 7309,Âncora de garra tipo Bruce em aço galvanizado,10,12,19667984,UN,True,Manutenção,manutencao,1.0,True,MaxSea,JP,True
269,134,LHN-917689,1532853184891.0,1022.89,581.19,45.623,17.0,5.0,True,Cabo Náutico 5788,Cabo de polipropileno trançado,5,2,55373450,M,True,Cabos,cabos,,True,Garmin,,True
270,134,LHN-456796,4476188526308.0,103.6,58.53,28.267,17.0,0.0,True,Cabo Náutico 5788,Cabo de polipropileno trançado,5,2,55373450,M,True,Cabos,cabos,,True,Garmin,,True
271,135,LHN-898040,5669514144195.0,46.79,35.18,2.07,18.0,10.0,True,GPS Plotter 3319,GPS chartplotter com cartografia,6,2,51515748,UN,True,Cabos,cabos,,True,Raymarine,,True
272,135,LHN-124007,,2485.36,1524.76,23.774,17.0,5.0,True,GPS Plotter 3319,GPS chartplotter com cartografia,6,2,51515748,UN,True,Cabos,cabos,,True,Raymarine,,True
273,136,LHN-878599,8392571256682.0,865.53,460.39,42.861,17.0,5.0,True,Colete Salva-Vidas 9822,Colete homologado classe III,4,13,12145016,UN,True,SEGURANÇA,seguranca,2.0,True,Honda Marine,,True
274,137,LHN-626925,1129742732020.0,1636.39,1212.14,8.795,18.0,5.0,True,Motor de Popa 8544,Motor de popa 4 tempos para embarcações de lazer,11,10,91371416,UN,True,Iluminação,iluminacao,1.0,True,BR Náutica,IT,True
275,138,LHN-542787,1841392532880.0,2249.39,1159.48,31.349,18.0,10.0,True,Cabo Náutico 3217,Cabo de polipropileno trançado,8,2,87710436,M,True,Cabos,cabos,,True,Simrad,,True
276,138,LHN-714900,7602869068592.0,1828.85,900.91,32.269,18.0,5.0,True,Cabo Náutico 3217,Cabo de polipropileno trançado,8,2,87710436,M,True,Cabos,cabos,,True,Simrad,,True
277,139,LHN-765491,2428091819901.0,1540.95,1000.62,3.972,17.0,10.0,True,Sonar Transducer 7171,Transdutor de sonar para profundidade,10,5,41386041,UN,True,Eletrônica Náutica,eletronica-nautica,2.0,True,MaxSea,JP,True
278,140,LHN-093091,9354803972820.0,1751.22,1006.45,12.44,12.0,5.0,True,Bússola de Bordo 5528,Bússola magnética líquida com iluminação,11,7,88384276,UN,True,Âncoras,ncoras,1.0,True,BR Náutica,IT,True
279,140,LHN-368563,3438473249959.0,3511.63,1664.28,24.111,17.0,0.0,True,Bússola de Bordo 5528,Bússola magnética líquida com iluminação,11,7,88384276,UN,True,Âncoras,ncoras,1.0,True,BR Náutica,IT,True
280,141,LHN-556664,872880265424.0,2408.98,1771.31,14.357,12.0,10.0,True,Motor de Popa 5440,Motor de popa 4 tempos para embarcações de lazer,5,4,96711406,UN,False,Motores,motores,3.0,True,Garmin,,True
281,141,LHN-474181,167265868940.0,1354.34,1041.8,13.985,18.0,10.0,True,Motor de Popa 5440,Motor de popa 4 tempos para embarcações de lazer,5,4,96711406,UN,False,Motores,motores,3.0,True,Garmin,,True
282,141,LHN-801931,9759201342075.0,612.32,325.7,18.357,12.0,5.0,True,Motor de Popa 5440,Motor de popa 4 tempos para embarcações de lazer,5,4,96711406,UN,False,Motores,motores,3.0,True,Garmin,,True
283,142,LHN-270820,3287867859973.0,2111.43,1426.64,9.765,17.0,5.0,False,Cabo Náutico 3932,Cabo de polipropileno trançado,10,7,89277433,M,True,Âncoras,ncoras,1.0,True,MaxSea,JP,True
284,143,LHN-219421,699008905587.0,2079.95,1333.3,47.438,18.0,10.0,True,Tinta Antifouling 849,Tinta antiincrustante 3.6L para casco,9,2,11159458,L,True,Cabos,cabos,,True,Volvo Penta,JP,True
285,143,LHN-167095,6922396319679.0,380.09,281.55,0.108,12.0,5.0,True,Tinta Antifouling 849,Tinta antiincrustante 3.6L para casco,9,2,11159458,L,True,Cabos,cabos,,True,Volvo Penta,JP,True
286,143,LHN-563391,635727923099.0,2277.61,1150.31,43.244,17.0,0.0,True,Tinta Antifouling 849,Tinta antiincrustante 3.6L para casco,9,2,11159458,L,True,Cabos,cabos,,True,Volvo Penta,JP,True
287,144,LHN-160223,9671139723507.0,996.89,493.51,26.019,17.0,0.0,True,Vela Mestra 7171,Vela mestra em dacron para veleiros 32 pés,11,11,40194566,UN,True,Pintura Marítima,pintura-maritima,1.0,True,BR Náutica,IT,True
288,144,LHN-059232,9332866700086.0,45.56,21.39,24.734,12.0,5.0,True,Vela Mestra 7171,Vela mestra em dacron para veleiros 32 pés,11,11,40194566,UN,True,Pintura Marítima,pintura-maritima,1.0,True,BR Náutica,IT,True
289,144,LHN-262711,5371561357465.0,3243.15,1715.95,33.966,18.0,0.0,True,Vela Mestra 7171,Vela mestra em dacron para veleiros 32 pés,11,11,40194566,UN,True,Pintura Marítima,pintura-maritima,1.0,True,BR Náutica,IT,True
290,145,LHN-568743,2236269644398.0,1165.56,669.86,1.276,17.0,0.0,True,Sonar Transducer 1176,Transdutor de sonar para profundidade,4,8,39299173,UN,True,Hélices,helices,1.0,True,Honda Marine,,True
291,145,LHN-768668,6634881163253.0,2264.25,1167.14,0.515,18.0,10.0,True,Sonar Transducer 1176,Transdutor de sonar para profundidade,4,8,39299173,UN,True,Hélices,helices,1.0,True,Honda Marine,,True
292,146,LHN-331126,9760686010960.0,2409.31,1295.33,49.642,18.0,5.0,True,Cabo Náutico 7323,Cabo de polipropileno trançado,6,2,10813652,M,True,Cabos,cabos,,True,Raymarine,,True
293,146,LHN-019959,6702671959154.0,2398.41,1609.67,26.209,17.0,10.0,True,Cabo Náutico 7323,Cabo de polipropileno trançado,6,2,10813652,M,True,Cabos,cabos,,True,Raymarine,,True
294,147,LHN-945034,765830894778.0,3564.11,1837.17,3.785,18.0,0.0,True,Motor de Popa 1923,Motor de popa 4 tempos para embarcações de lazer,7,10,45121469,UN,True,Iluminação,iluminacao,1.0,True,Lowrance,IT,True
295,147,LHN-237655,9966430460443.0,2261.84,1235.98,27.624,12.0,5.0,True,Motor de Popa 1923,Motor de popa 4 tempos para embarcações de lazer,7,10,45121469,UN,True,Iluminação,iluminacao,1.0,True,Lowrance,IT,True
296,148,LHN-244067,8664837169235.0,811.16,395.69,6.755,17.0,5.0,True,Colete Salva-Vidas 8269,Colete homologado classe III,6,9,78082384,UN,True,Acessórios de Convés,acessorios-de-conves,2.0,True,Raymarine,,True
297,149,LHN-406123,8717132254097.0,635.92,421.14,48.893,18.0,5.0,True,Bateria Náutica 948,Bateria estacionária 105Ah náutica,7,3,32948149,UN,True,Coletes Salva-Vidas,coletes-salva-vidas,,True,Lowrance,IT,True
298,149,LHN-224382,7403984742554.0,1028.21,761.64,24.974,17.0,10.0,True,Bateria Náutica 948,Bateria estacionária 105Ah náutica,7,3,32948149,UN,True,Coletes Salva-Vidas,coletes-salva-vidas,,True,Lowrance,IT,True
299,150,LHN-537793,5602853739196.0,266.31,149.61,39.424,12.0,0.0,True,Defensa Náutica 2783,Defensa cilíndrica em PVC,10,13,76325224,PC,False,SEGURANÇA,seguranca,2.0,True,MaxSea,JP,True
300,150,LHN-917754,828582992960.0,764.21,534.41,26.779,12.0,0.0,True,Defensa Náutica 2783,Defensa cilíndrica em PVC,10,13,76325224,PC,False,SEGURANÇA,seguranca,2.0,True,MaxSea,JP,True
301,150,LHN-761774,110117715121.0,1854.12,1116.94,29.513,17.0,0.0,True,Defensa Náutica 2783,Defensa cilíndrica em PVC,10,13,76325224,PC,False,SEGURANÇA,seguranca,2.0,True,MaxSea,JP,True
302,151,LHN-390007,3325714543375.0,2557.48,1588.5,1.346,17.0,10.0,True,Hélice de Alumínio 7225,Hélice 3 pás para motor de popa,2,8,65552323,UN,True,Hélices,helices,1.0,True,Mercury Marine,BR,True
303,152,LHN-199903,2730414108006.0,2112.4,1295.95,36.314,12.0,10.0,True,Caboo Náutico 4942,Cabo de polipropileno trançado,7,4,28176555,M,True,Motores,motores,3.0,True,Lowrance,IT,True
304,152,LHN-360573,5705066309795.0,2646.56,1512.32,17.138,18.0,10.0,True,Caboo Náutico 4942,Cabo de polipropileno trançado,7,4,28176555,M,True,Motores,motores,3.0,True,Lowrance,IT,True
305,152,LHN-577354,,3102.51,1416.67,44.508,12.0,5.0,True,Caboo Náutico 4942,Cabo de polipropileno trançado,7,4,28176555,M,True,Motores,motores,3.0,True,Lowrance,IT,True
306,153,LHN-189707,1685649801196.0,501.46,293.25,12.381,17.0,10.0,True,Motor de Popa 9201,Motor de popa 4 tempos para embarcações de lazer,12,2,26334578,UN,True,Cabos,cabos,,True,Marisul,BR,True
307,153,LHN-383939,161519627406.0,984.7,453.78,22.996,12.0,5.0,True,Motor de Popa 9201,Motor de popa 4 tempos para embarcações de lazer,12,2,26334578,UN,True,Cabos,cabos,,True,Marisul,BR,True
308,153,LHN-018613,8442675119526.0,1905.32,1127.41,6.487,17.0,5.0,True,Motor de Popa 9201,Motor de popa 4 tempos para embarcações de lazer,12,2,26334578,UN,True,Cabos,cabos,,True,Marisul,BR,True
309,154,LHN-267610,9452194334064.0,2422.3,1523.46,27.604,18.0,5.0,True,Hélice de Alumínio 549,—,5,11,50637805,UN,True,Pintura Marítima,pintura-maritima,1.0,True,Garmin,,True
310,154,LHN-301594,3517587496166.0,3447.79,1681.85,44.823,18.0,5.0,True,Hélice de Alumínio 549,—,5,11,50637805,UN,True,Pintura Marítima,pintura-maritima,1.0,True,Garmin,,True
311,154,LHN-774541,2280419448121.0,3755.98,1956.24,23.629,17.0,10.0,True,Hélice de Alumínio 549,—,5,11,50637805,UN,True,Pintura Marítima,pintura-maritima,1.0,True,Garmin,,True
312,155,LHN-353962,4339800498592.0,1186.18,637.73,38.573,17.0,10.0,True,Bateria Náutica 5487,Bateria estacionária 105Ah náutica,12,2,51094549,UN,True,Cabos,cabos,,True,Marisul,BR,True
313,156,LHN-247083,7824582429423.0,2778.3,1560.84,28.598,12.0,10.0,True,GPS Plotter 2111,GPS chartplotter com cartografia,9,6,46389915,UN,True,Velas,velas,3.0,True,Volvo Penta,JP,True
314,156,LHN-575869,8371021240419.0,2967.96,1658.08,22.814,17.0,0.0,True,GPS Plotter 2111,GPS chartplotter com cartografia,9,6,46389915,UN,True,Velas,velas,3.0,True,Volvo Penta,JP,True
315,156,LHN-375360,7792177354019.0,3084.28,1742.53,28.232,18.0,0.0,True,GPS Plotter 2111,GPS chartplotter com cartografia,9,6,46389915,UN,True,Velas,velas,3.0,True,Volvo Penta,JP,True
316,157,LHN-477634,8434301463837.0,4083.48,1982.27,46.653,17.0,0.0,True,Bússola de Bordo 1248,Bússola magnética líquida com iluminação,3,1,77579048,UN,True,Equipamentos,equipamentos,,True,Suzuki Marine,DE,True
317,158,LHN-404411,9127092155775.0,253.19,188.95,17.727,17.0,5.0,True,Vela Mestra 8056,Vela mestra em dacron para veleiros 32 pés,7,10,71315786,UN,True,Iluminação,iluminacao,1.0,True,Lowrance,IT,True
318,158,LHN-513250,1100746234932.0,1067.79,667.37,7.543,18.0,5.0,True,Vela Mestra 8056,Vela mestra em dacron para veleiros 32 pés,7,10,71315786,UN,True,Iluminação,iluminacao,1.0,True,Lowrance,IT,True
319,158,LHN-302931,7871902750736.0,1890.29,871.1,20.436,18.0,5.0,True,Vela Mestra 8056,Vela mestra em dacron para veleiros 32 pés,7,10,71315786,UN,True,Iluminação,iluminacao,1.0,True,Lowrance,IT,True
320,159,LHN-601489,,2487.22,1256.17,26.352,17.0,0.0,True,GPS Plotter 2508,,1,5,46787181,UN,True,Eletrônica Náutica,eletronica-nautica,2.0,True,Yamaha Marine,,True
321,159,LHN-278353,6755913253206.0,1972.57,1494.37,17.749,17.0,10.0,True,GPS Plotter 2508,,1,5,46787181,UN,True,Eletrônica Náutica,eletronica-nautica,2.0,True,Yamaha Marine,,True
322,160,LHN-029125,8524275787746.0,3581.44,1884.97,41.913,17.0,5.0,True,Tinta Antifouling 901,Tinta antiincrustante 3.6L para casco,9,11,75198356,L,True,Pintura Marítima,pintura-maritima,1.0,True,Volvo Penta,JP,True
323,160,LHN-617276,3913751365564.0,2902.38,1687.43,31.223,18.0,10.0,True,Tinta Antifouling 901,Tinta antiincrustante 3.6L para casco,9,11,75198356,L,True,Pintura Marítima,pintura-maritima,1.0,True,Volvo Penta,JP,True
324,160,LHN-561045,2099959103359.0,550.01,284.98,23.448,17.0,10.0,True,Tinta Antifouling 901,Tinta antiincrustante 3.6L para casco,9,11,75198356,L,True,Pintura Marítima,pintura-maritima,1.0,True,Volvo Penta,JP,True
325,161,LHN-720146,9905095049587.0,311.98,149.99,45.221,17.0,10.0,True,Bússola de Bordo 5772,Lorem ipsum dolor sit amet.,2,8,79562172,UN,True,Hélices,helices,1.0,True,Mercury Marine,BR,True
326,161,LHN-320826,,2882.29,1322.15,21.805,17.0,0.0,True,Bússola de Bordo 5772,Lorem ipsum dolor sit amet.,2,8,79562172,UN,True,Hélices,helices,1.0,True,Mercury Marine,BR,True
327,161,LHN-801131,5906847741432.0,2109.45,1146.44,33.924,12.0,5.0,True,Bússola de Bordo 5772,Lorem ipsum dolor sit amet.,2,8,79562172,UN,True,Hélices,helices,1.0,True,Mercury Marine,BR,True
328,162,LHN-557467,7997913168787.0,2492.1,1557.56,33.814,18.0,10.0,True,Bateria Náutica 2654,Bateria estacionária 105Ah náutica,3,4,36899922,UN,True,Motores,motores,3.0,True,Suzuki Marine,DE,True
329,163,LHN-729636,2175541996797.0,2541.11,1358.88,4.914,12.0,5.0,True,Defensa Náutica 1277,Defensa cilíndrica em PVC,6,9,42987182,PC,True,Acessórios de Convés,acessorios-de-conves,2.0,True,Raymarine,,True
330,164,LHN-541810,9318720871093.0,1896.93,1193.04,34.495,12.0,5.0,True,Bateria Náutica 2738,Bateria estacionária 105Ah náutica,1,2,29901192,UN,True,Cabos,cabos,,True,Yamaha Marine,,True
331,164,LHN-905808,6739073100808.0,1832.14,954.24,5.878,18.0,0.0,True,Bateria Náutica 2738,Bateria estacionária 105Ah náutica,1,2,29901192,UN,True,Cabos,cabos,,True,Yamaha Marine,,True
332,165,LHN-759446,2743596002680.0,3680.63,1968.25,42.969,18.0,10.0,True,GPS Plotter 6840,GPS chartplotter com cartografia,10,12,29649690,UN,True,Manutenção,manutencao,1.0,True,MaxSea,JP,True
333,165,LHN-149847,3655149773215.0,1071.58,595.32,44.759,18.0,0.0,True,GPS Plotter 6840,GPS chartplotter com cartografia,10,12,29649690,UN,True,Manutenção,manutencao,1.0,True,MaxSea,JP,True
334,166,LHN-375294,1852500803846.0,1704.57,941.75,17.556,17.0,10.0,True,GPS Plotter 7150,GPS chartplotter com cartografia,5,5,93161278,UN,True,Eletrônica Náutica,eletronica-nautica,2.0,True,Garmin,,True
335,167,LHN-982583,5651616226527.0,1034.23,754.91,33.956,12.0,10.0,True,GPS Plotter 2659,GPS chartplotter com cartografia,5,5,21885920,UN,True,Eletrônica Náutica,eletronica-nautica,2.0,True,Garmin,,True
336,167,LHN-531503,7366355062005.0,3541.51,1935.25,0.125,17.0,5.0,True,GPS Plotter 2659,GPS chartplotter com cartografia,5,5,21885920,UN,True,Eletrônica Náutica,eletronica-nautica,2.0,True,Garmin,,True
337,167,LHN-913107,1830267010370.0,1135.35,533.03,39.296,17.0,5.0,True,GPS Plotter 2659,GPS chartplotter com cartografia,5,5,21885920,UN,True,Eletrônica Náutica,eletronica-nautica,2.0,True,Garmin,,True
338,168,LHN-368821,,311.37,184.24,9.273,17.0,10.0,True,Âncora Bruce 7525,,8,10,58857930,UN,True,Iluminação,iluminacao,1.0,True,Simrad,,True
339,168,LHN-537386,3836621428964.0,2476.76,1226.12,26.787,17.0,5.0,True,Âncora Bruce 7525,,8,10,58857930,UN,True,Iluminação,iluminacao,1.0,True,Simrad,,True
340,169,LHN-488524,4646566853047.0,1119.77,674.56,34.849,12.0,10.0,True,Hélice de Alumínio 1674,Hélice 3 pás para motor de popa,1,2,98669716,UN,True,Cabos,cabos,,True,Yamaha Marine,,True
341,170,LHN-042718,4541409567788.0,265.57,180.66,32.079,17.0,0.0,True,Bateria Náutica 834,Bateria estacionária 105Ah náutica,1,9,32283281,UN,True,Acessórios de Convés,acessorios-de-conves,2.0,True,Yamaha Marine,,True
342,170,LHN-201037,6490088301078.0,3063.56,1701.98,45.394,12.0,10.0,True,Bateria Náutica 834,Bateria estacionária 105Ah náutica,1,9,32283281,UN,True,Acessórios de Convés,acessorios-de-conves,2.0,True,Yamaha Marine,,True
343,171,LHN-616875,5704548549643.0,695.61,500.44,13.062,18.0,10.0,True,Motor de Popa 6225,Motor de popa 4 tempos para embarcações de lazer,6,13,24291072,UN,True,SEGURANÇA,seguranca,2.0,True,Raymarine,,True
344,171,LHN-757386,3682113485478.0,3685.42,1929.54,35.058,12.0,5.0,True,Motor de Popa 6225,Motor de popa 4 tempos para embarcações de lazer,6,13,24291072,UN,True,SEGURANÇA,seguranca,2.0,True,Raymarine,,True
345,171,LHN-605492,2152730712536.0,2661.46,1901.04,24.288,17.0,0.0,True,Motor de Popa 6225,Motor de popa 4 tempos para embarcações de lazer,6,13,24291072,UN,True,SEGURANÇA,seguranca,2.0,True,Raymarine,,True
346,172,LHN-564335,5411976131738.0,1779.66,988.7,2.724,12.0,5.0,True,Defensa Náutica 2684,Defensa cilíndrica em PVC,2,5,80680590,PC,True,Eletrônica Náutica,eletronica-nautica,2.0,True,Mercury Marine,BR,True
347,173,LHN-666608,5944466444587.0,2651.34,1244.76,42.09,12.0,0.0,True,Bateria Náutica 2569,Bateria estacionária 105Ah náutica,4,8,85205934,UN,True,Hélices,helices,1.0,True,Honda Marine,,True
348,173,LHN-761270,2208054971149.0,2160.77,1028.94,37.278,12.0,0.0,True,Bateria Náutica 2569,Bateria estacionária 105Ah náutica,4,8,85205934,UN,True,Hélices,helices,1.0,True,Honda Marine,,True
349,174,LHN-395321,2128042694624.0,770.28,397.05,29.542,12.0,5.0,True,Bússola de Bordo 755,Bússola magnética líquida com iluminação,4,5,49052504,UN,True,Eletrônica Náutica,eletronica-nautica,2.0,True,Honda Marine,,True
350,174,LHN-737351,6521274708118.0,3084.23,1623.28,49.967,18.0,10.0,True,Bússola de Bordo 755,Bússola magnética líquida com iluminação,4,5,49052504,UN,True,Eletrônica Náutica,eletronica-nautica,2.0,True,Honda Marine,,True
351,174,LHN-448636,3008317053471.0,3683.74,1991.21,11.693,17.0,5.0,True,Bússola de Bordo 755,Bússola magnética líquida com iluminação,4,5,49052504,UN,True,Eletrônica Náutica,eletronica-nautica,2.0,True,Honda Marine,,True
352,175,LHN-361210,6287588398079.0,2094.66,1301.03,24.494,18.0,5.0,True,Hélice de Alumínio 7706,Hélice 3 pás para motor de popa,6,1,23185993,UN,True,Equipamentos,equipamentos,,True,Raymarine,,True
353,175,LHN-312680,5775994576552.0,371.77,217.41,17.533,18.0,5.0,True,Hélice de Alumínio 7706,Hélice 3 pás para motor de popa,6,1,23185993,UN,True,Equipamentos,equipamentos,,True,Raymarine,,True
354,176,LHN-276763,8366555029364.0,543.46,286.03,10.396,17.0,10.0,True,Vela Mestra 1834,Vela mestra em dacron para veleiros 32 pés,7,12,28442224,UN,True,Manutenção,manutencao,1.0,True,Lowrance,IT,True
355,176,LHN-524292,,407.01,246.67,1.353,18.0,10.0,True,Vela Mestra 1834,Vela mestra em dacron para veleiros 32 pés,7,12,28442224,UN,True,Manutenção,manutencao,1.0,True,Lowrance,IT,True
356,176,LHN-721129,5000894353744.0,410.03,257.88,10.006,12.0,10.0,True,Vela Mestra 1834,Vela mestra em dacron para veleiros 32 pés,7,12,28442224,UN,True,Manutenção,manutencao,1.0,True,Lowrance,IT,True
357,177,LHN-509603,,323.5,158.58,27.801,17.0,10.0,True,GPS Plotter 8413,GPS chartplotter com cartografia,9,7,62387423,UN,True,Âncoras,ncoras,1.0,True,Volvo Penta,JP,True
358,177,LHN-742849,5892467649015.0,274.35,157.67,33.362,18.0,0.0,True,GPS Plotter 8413,GPS chartplotter com cartografia,9,7,62387423,UN,True,Âncoras,ncoras,1.0,True,Volvo Penta,JP,True
359,177,LHN-963869,9203665904114.0,2446.29,1867.4,32.545,12.0,10.0,True,GPS Plotter 8413,GPS chartplotter com cartografia,9,7,62387423,UN,True,Âncoras,ncoras,1.0,True,Volvo Penta,JP,True
360,178,LHN-935624,6517503557596.0,1639.82,819.91,21.08,17.0,0.0,True,Cabo Náutico 6215,Cabo de polipropileno trançado,10,3,29162115,M,True,Coletes Salva-Vidas,coletes-salva-vidas,,True,MaxSea,JP,True
361,178,LHN-906593,6691980328037.0,1153.05,674.3,1.469,18.0,0.0,True,Cabo Náutico 6215,Cabo de polipropileno trançado,10,3,29162115,M,True,Coletes Salva-Vidas,coletes-salva-vidas,,True,MaxSea,JP,True
362,179,LHN-867120,2148559000626.0,1475.97,843.41,28.173,12.0,0.0,True,Bateria Náutica 4055,Bateria estacionária 105Ah náutica,4,10,63616516,UN,True,Iluminação,iluminacao,1.0,True,Honda Marine,,True
363,179,LHN-182063,7321993454247.0,532.97,323.01,16.077,17.0,5.0,True,Bateria Náutica 4055,Bateria estacionária 105Ah náutica,4,10,63616516,UN,True,Iluminação,iluminacao,1.0,True,Honda Marine,,True
364,180,LHN-132290,1571528855193.0,1049.51,610.18,37.93,18.0,0.0,True,Motor de Popa 1949,Motor de popa 4 tempos para embarcações de lazer,7,13,22146679,UN,True,SEGURANÇA,seguranca,2.0,True,Lowrance,IT,True
365,180,LHN-830083,8738551131516.0,131.14,81.96,8.087,17.0,0.0,True,Motor de Popa 1949,Motor de popa 4 tempos para embarcações de lazer,7,13,22146679,UN,True,SEGURANÇA,seguranca,2.0,True,Lowrance,IT,True
366,180,LHN-581742,3031582901963.0,2697.71,1226.23,31.939,17.0,10.0,True,Motor de Popa 1949,Motor de popa 4 tempos para embarcações de lazer,7,13,22146679,UN,True,SEGURANÇA,seguranca,2.0,True,Lowrance,IT,True
367,181,LHN-653353,5259160055848.0,1294.48,931.28,4.198,18.0,10.0,False,Bateria Náutica 7848,Bateria estacionária 105Ah náutica,3,11,64239440,UN,True,Pintura Marítima,pintura-maritima,1.0,True,Suzuki Marine,DE,True
368,181,LHN-929005,4820411553010.0,2939.24,1959.49,16.815,17.0,5.0,True,Bateria Náutica 7848,Bateria estacionária 105Ah náutica,3,11,64239440,UN,True,Pintura Marítima,pintura-maritima,1.0,True,Suzuki Marine,DE,True
369,182,LHN-581935,,3696.81,1680.37,28.518,18.0,10.0,True,Vela Mestra 3395,Vela mestra em dacron para veleiros 32 pés,2,12,61980660,UN,True,Manutenção,manutencao,1.0,True,Mercury Marine,BR,True
370,182,LHN-931968,7266494086477.0,1711.73,877.81,49.069,18.0,0.0,True,Vela Mestra 3395,Vela mestra em dacron para veleiros 32 pés,2,12,61980660,UN,True,Manutenção,manutencao,1.0,True,Mercury Marine,BR,True
371,183,LHN-455459,3605217263155.0,1309.93,779.72,18.287,17.0,10.0,True,Cabo Náutico 394,Cabo de polipropileno trançado,1,3,26544865,M,True,Coletes Salva-Vidas,coletes-salva-vidas,,True,Yamaha Marine,,True
372,183,LHN-545542,3381585189388.0,2922.48,1826.55,22.461,18.0,5.0,True,Cabo Náutico 394,Cabo de polipropileno trançado,1,3,26544865,M,True,Coletes Salva-Vidas,coletes-salva-vidas,,True,Yamaha Marine,,True
373,184,LHN-843761,5806760982069.0,2162.93,1368.94,47.031,17.0,5.0,True,Tinta Antifouling 8753,Tinta antiincrustante 3.6L para casco,3,5,51333598,L,True,Eletrônica Náutica,eletronica-nautica,2.0,True,Suzuki Marine,DE,True
374,185,LHN-407465,7048809524634.0,873.94,526.47,19.984,12.0,10.0,True,Motor de Popa 2690,Motor de popa 4 tempos para embarcações de lazer,1,8,53678429,UN,True,Hélices,helices,1.0,True,Yamaha Marine,,True
375,186,LHN-968944,2564250560564.0,2207.21,1321.68,31.564,17.0,5.0,True,Motor de Popa 4710,Motor de popa 4 tempos para embarcações de lazer,2,1,75430794,UN,True,Equipamentos,equipamentos,,True,Mercury Marine,BR,True
376,187,LHN-686992,,1276.82,591.12,43.269,17.0,5.0,False,asdf,Defensa cilíndrica em PVC,12,10,17916578,PC,True,Iluminação,iluminacao,1.0,True,Marisul,BR,True
