date,date_key,year,day_of_year,day_of_month,iso_day_of_week,day_name_pt,week_of_year,month,year_month,month_name,quarter,quarter_name,semester,trimestre,is_weekend
2021-08-13,20210813,2021,225,13,5,sexta-feira,32,8,2021-08,Agosto,3,Q3,2,T3,False
2021-08-14,20210814,2021,226,14,6,sábado,32,8,2021-08,Agosto,3,Q3,2,T3,True
2021-08-15,20210815,2021,227,15,7,domingo,32,8,2021-08,Agosto,3,Q3,2,T3,True
2021-08-16,20210816,2021,228,16,1,segunda-feira,33,8,2021-08,Agosto,3,Q3,2,T3,False
2021-08-17,20210817,2021,229,17,2,terça-feira,33,8,2021-08,Agosto,3,Q3,2,T3,False
2021-08-18,20210818,2021,230,18,3,quarta-feira,33,8,2021-08,Agosto,3,Q3,2,T3,False
2021-08-19,20210819,2021,231,19,4,quinta-feira,33,8,2021-08,Agosto,3,Q3,2,T3,False
2021-08-20,20210820,2021,232,20,5,sexta-feira,33,8,2021-08,Agosto,3,Q3,2,T3,False
2021-08-21,20210821,2021,233,21,6,sábado,33,8,2021-08,Agosto,3,Q3,2,T3,True
2021-08-22,20210822,2021,234,22,7,domingo,33,8,2021-08,Agosto,3,Q3,2,T3,True
2021-08-23,20210823,2021,235,23,1,segunda-feira,34,8,2021-08,Agosto,3,Q3,2,T3,False
2021-08-24,20210824,2021,236,24,2,terça-feira,34,8,2021-08,Agosto,3,Q3,2,T3,False
2021-08-25,20210825,2021,237,25,3,quarta-feira,34,8,2021-08,Agosto,3,Q3,2,T3,False
2021-08-26,20210826,2021,238,26,4,quinta-feira,34,8,2021-08,Agosto,3,Q3,2,T3,False
2021-08-27,20210827,2021,239,27,5,sexta-feira,34,8,2021-08,Agosto,3,Q3,2,T3,False
2021-08-28,20210828,2021,240,28,6,sábado,34,8,2021-08,Agosto,3,Q3,2,T3,True
2021-08-29,20210829,2021,241,29,7,domingo,34,8,2021-08,Agosto,3,Q3,2,T3,True
2021-08-30,20210830,2021,242,30,1,segunda-feira,35,8,2021-08,Agosto,3,Q3,2,T3,False
2021-08-31,20210831,2021,243,31,2,terça-feira,35,8,2021-08,Agosto,3,Q3,2,T3,False
2021-09-01,20210901,2021,244,1,3,quarta-feira,35,9,2021-09,Setembro,3,Q3,2,T3,False
2021-09-02,20210902,2021,245,2,4,quinta-feira,35,9,2021-09,Setembro,3,Q3,2,T3,False
2021-09-03,20210903,2021,246,3,5,sexta-feira,35,9,2021-09,Setembro,3,Q3,2,T3,False
2021-09-04,20210904,2021,247,4,6,sábado,35,9,2021-09,Setembro,3,Q3,2,T3,True
2021-09-05,20210905,2021,248,5,7,domingo,35,9,2021-09,Setembro,3,Q3,2,T3,True
2021-09-06,20210906,2021,249,6,1,segunda-feira,36,9,2021-09,Setembro,3,Q3,2,T3,False
2021-09-07,20210907,2021,250,7,2,terça-feira,36,9,2021-09,Setembro,3,Q3,2,T3,False
2021-09-08,20210908,2021,251,8,3,quarta-feira,36,9,2021-09,Setembro,3,Q3,2,T3,False
2021-09-09,20210909,2021,252,9,4,quinta-feira,36,9,2021-09,Setembro,3,Q3,2,T3,False
2021-09-10,20210910,2021,253,10,5,sexta-feira,36,9,2021-09,Setembro,3,Q3,2,T3,False
2021-09-11,20210911,2021,254,11,6,sábado,36,9,2021-09,Setembro,3,Q3,2,T3,True
2021-09-12,20210912,2021,255,12,7,domingo,36,9,2021-09,Setembro,3,Q3,2,T3,True
2021-09-13,20210913,2021,256,13,1,segunda-feira,37,9,2021-09,Setembro,3,Q3,2,T3,False
2021-09-14,20210914,2021,257,14,2,terça-feira,37,9,2021-09,Setembro,3,Q3,2,T3,False
2021-09-15,20210915,2021,258,15,3,quarta-feira,37,9,2021-09,Setembro,3,Q3,2,T3,False
2021-09-16,20210916,2021,259,16,4,quinta-feira,37,9,2021-09,Setembro,3,Q3,2,T3,False
2021-09-17,20210917,2021,260,17,5,sexta-feira,37,9,2021-09,Setembro,3,Q3,2,T3,False
2021-09-18,20210918,2021,261,18,6,sábado,37,9,2021-09,Setembro,3,Q3,2,T3,True
2021-09-19,20210919,2021,262,19,7,domingo,37,9,2021-09,Setembro,3,Q3,2,T3,True
2021-09-20,20210920,2021,263,20,1,segunda-feira,38,9,2021-09,Setembro,3,Q3,2,T3,False
2021-09-21,20210921,2021,264,21,2,terça-feira,38,9,2021-09,Setembro,3,Q3,2,T3,False
2021-09-22,20210922,2021,265,22,3,quarta-feira,38,9,2021-09,Setembro,3,Q3,2,T3,False
2021-09-23,20210923,2021,266,23,4,quinta-feira,38,9,2021-09,Setembro,3,Q3,2,T3,False
2021-09-24,20210924,2021,267,24,5,sexta-feira,38,9,2021-09,Setembro,3,Q3,2,T3,False
2021-09-25,20210925,2021,268,25,6,sábado,38,9,2021-09,Setembro,3,Q3,2,T3,True
2021-09-26,20210926,2021,269,26,7,domingo,38,9,2021-09,Setembro,3,Q3,2,T3,True
2021-09-27,20210927,2021,270,27,1,segunda-feira,39,9,2021-09,Setembro,3,Q3,2,T3,False
2021-09-28,20210928,2021,271,28,2,terça-feira,39,9,2021-09,Setembro,3,Q3,2,T3,False
2021-09-29,20210929,2021,272,29,3,quarta-feira,39,9,2021-09,Setembro,3,Q3,2,T3,False
2021-09-30,20210930,2021,273,30,4,quinta-feira,39,9,2021-09,Setembro,3,Q3,2,T3,False
2021-10-01,20211001,2021,274,1,5,sexta-feira,39,10,2021-10,Outubro,4,Q4,2,T4,False
2021-10-02,20211002,2021,275,2,6,sábado,39,10,2021-10,Outubro,4,Q4,2,T4,True
2021-10-03,20211003,2021,276,3,7,domingo,39,10,2021-10,Outubro,4,Q4,2,T4,True
2021-10-04,20211004,2021,277,4,1,segunda-feira,40,10,2021-10,Outubro,4,Q4,2,T4,False
2021-10-05,20211005,2021,278,5,2,terça-feira,40,10,2021-10,Outubro,4,Q4,2,T4,False
2021-10-06,20211006,2021,279,6,3,quarta-feira,40,10,2021-10,Outubro,4,Q4,2,T4,False
2021-10-07,20211007,2021,280,7,4,quinta-feira,40,10,2021-10,Outubro,4,Q4,2,T4,False
2021-10-08,20211008,2021,281,8,5,sexta-feira,40,10,2021-10,Outubro,4,Q4,2,T4,False
2021-10-09,20211009,2021,282,9,6,sábado,40,10,2021-10,Outubro,4,Q4,2,T4,True
2021-10-10,20211010,2021,283,10,7,domingo,40,10,2021-10,Outubro,4,Q4,2,T4,True
2021-10-11,20211011,2021,284,11,1,segunda-feira,41,10,2021-10,Outubro,4,Q4,2,T4,False
2021-10-12,20211012,2021,285,12,2,terça-feira,41,10,2021-10,Outubro,4,Q4,2,T4,False
2021-10-13,20211013,2021,286,13,3,quarta-feira,41,10,2021-10,Outubro,4,Q4,2,T4,False
2021-10-14,20211014,2021,287,14,4,quinta-feira,41,10,2021-10,Outubro,4,Q4,2,T4,False
2021-10-15,20211015,2021,288,15,5,sexta-feira,41,10,2021-10,Outubro,4,Q4,2,T4,False
2021-10-16,20211016,2021,289,16,6,sábado,41,10,2021-10,Outubro,4,Q4,2,T4,True
2021-10-17,20211017,2021,290,17,7,domingo,41,10,2021-10,Outubro,4,Q4,2,T4,True
2021-10-18,20211018,2021,291,18,1,segunda-feira,42,10,2021-10,Outubro,4,Q4,2,T4,False
2021-10-19,20211019,2021,292,19,2,terça-feira,42,10,2021-10,Outubro,4,Q4,2,T4,False
2021-10-20,20211020,2021,293,20,3,quarta-feira,42,10,2021-10,Outubro,4,Q4,2,T4,False
2021-10-21,20211021,2021,294,21,4,quinta-feira,42,10,2021-10,Outubro,4,Q4,2,T4,False
2021-10-22,20211022,2021,295,22,5,sexta-feira,42,10,2021-10,Outubro,4,Q4,2,T4,False
2021-10-23,20211023,2021,296,23,6,sábado,42,10,2021-10,Outubro,4,Q4,2,T4,True
2021-10-24,20211024,2021,297,24,7,domingo,42,10,2021-10,Outubro,4,Q4,2,T4,True
2021-10-25,20211025,2021,298,25,1,segunda-feira,43,10,2021-10,Outubro,4,Q4,2,T4,False
2021-10-26,20211026,2021,299,26,2,terça-feira,43,10,2021-10,Outubro,4,Q4,2,T4,False
2021-10-27,20211027,2021,300,27,3,quarta-feira,43,10,2021-10,Outubro,4,Q4,2,T4,False
2021-10-28,20211028,2021,301,28,4,quinta-feira,43,10,2021-10,Outubro,4,Q4,2,T4,False
2021-10-29,20211029,2021,302,29,5,sexta-feira,43,10,2021-10,Outubro,4,Q4,2,T4,False
2021-10-30,20211030,2021,303,30,6,sábado,43,10,2021-10,Outubro,4,Q4,2,T4,True
2021-10-31,20211031,2021,304,31,7,domingo,43,10,2021-10,Outubro,4,Q4,2,T4,True
2021-11-01,20211101,2021,305,1,1,segunda-feira,44,11,2021-11,Novembro,4,Q4,2,T4,False
2021-11-02,20211102,2021,306,2,2,terça-feira,44,11,2021-11,Novembro,4,Q4,2,T4,False
2021-11-03,20211103,2021,307,3,3,quarta-feira,44,11,2021-11,Novembro,4,Q4,2,T4,False
2021-11-04,20211104,2021,308,4,4,quinta-feira,44,11,2021-11,Novembro,4,Q4,2,T4,False
2021-11-05,20211105,2021,309,5,5,sexta-feira,44,11,2021-11,Novembro,4,Q4,2,T4,False
2021-11-06,20211106,2021,310,6,6,sábado,44,11,2021-11,Novembro,4,Q4,2,T4,True
2021-11-07,20211107,2021,311,7,7,domingo,44,11,2021-11,Novembro,4,Q4,2,T4,True
2021-11-08,20211108,2021,312,8,1,segunda-feira,45,11,2021-11,Novembro,4,Q4,2,T4,False
2021-11-09,20211109,2021,313,9,2,terça-feira,45,11,2021-11,Novembro,4,Q4,2,T4,False
2021-11-10,20211110,2021,314,10,3,quarta-feira,45,11,2021-11,Novembro,4,Q4,2,T4,False
2021-11-11,20211111,2021,315,11,4,quinta-feira,45,11,2021-11,Novembro,4,Q4,2,T4,False
2021-11-12,20211112,2021,316,12,5,sexta-feira,45,11,2021-11,Novembro,4,Q4,2,T4,False
2021-11-13,20211113,2021,317,13,6,sábado,45,11,2021-11,Novembro,4,Q4,2,T4,True
2021-11-14,20211114,2021,318,14,7,domingo,45,11,2021-11,Novembro,4,Q4,2,T4,True
2021-11-15,20211115,2021,319,15,1,segunda-feira,46,11,2021-11,Novembro,4,Q4,2,T4,False
2021-11-16,20211116,2021,320,16,2,terça-feira,46,11,2021-11,Novembro,4,Q4,2,T4,False
2021-11-17,20211117,2021,321,17,3,quarta-feira,46,11,2021-11,Novembro,4,Q4,2,T4,False
2021-11-18,20211118,2021,322,18,4,quinta-feira,46,11,2021-11,Novembro,4,Q4,2,T4,False
2021-11-19,20211119,2021,323,19,5,sexta-feira,46,11,2021-11,Novembro,4,Q4,2,T4,False
2021-11-20,20211120,2021,324,20,6,sábado,46,11,2021-11,Novembro,4,Q4,2,T4,True
2021-11-21,20211121,2021,325,21,7,domingo,46,11,2021-11,Novembro,4,Q4,2,T4,True
2021-11-22,20211122,2021,326,22,1,segunda-feira,47,11,2021-11,Novembro,4,Q4,2,T4,False
2021-11-23,20211123,2021,327,23,2,terça-feira,47,11,2021-11,Novembro,4,Q4,2,T4,False
2021-11-24,20211124,2021,328,24,3,quarta-feira,47,11,2021-11,Novembro,4,Q4,2,T4,False
2021-11-25,20211125,2021,329,25,4,quinta-feira,47,11,2021-11,Novembro,4,Q4,2,T4,False
2021-11-26,20211126,2021,330,26,5,sexta-feira,47,11,2021-11,Novembro,4,Q4,2,T4,False
2021-11-27,20211127,2021,331,27,6,sábado,47,11,2021-11,Novembro,4,Q4,2,T4,True
2021-11-28,20211128,2021,332,28,7,domingo,47,11,2021-11,Novembro,4,Q4,2,T4,True
2021-11-29,20211129,2021,333,29,1,segunda-feira,48,11,2021-11,Novembro,4,Q4,2,T4,False
2021-11-30,20211130,2021,334,30,2,terça-feira,48,11,2021-11,Novembro,4,Q4,2,T4,False
2021-12-01,20211201,2021,335,1,3,quarta-feira,48,12,2021-12,Dezembro,4,Q4,2,T4,False
2021-12-02,20211202,2021,336,2,4,quinta-feira,48,12,2021-12,Dezembro,4,Q4,2,T4,False
2021-12-03,20211203,2021,337,3,5,sexta-feira,48,12,2021-12,Dezembro,4,Q4,2,T4,False
2021-12-04,20211204,2021,338,4,6,sábado,48,12,2021-12,Dezembro,4,Q4,2,T4,True
2021-12-05,20211205,2021,339,5,7,domingo,48,12,2021-12,Dezembro,4,Q4,2,T4,True
2021-12-06,20211206,2021,340,6,1,segunda-feira,49,12,2021-12,Dezembro,4,Q4,2,T4,False
2021-12-07,20211207,2021,341,7,2,terça-feira,49,12,2021-12,Dezembro,4,Q4,2,T4,False
2021-12-08,20211208,2021,342,8,3,quarta-feira,49,12,2021-12,Dezembro,4,Q4,2,T4,False
2021-12-09,20211209,2021,343,9,4,quinta-feira,49,12,2021-12,Dezembro,4,Q4,2,T4,False
2021-12-10,20211210,2021,344,10,5,sexta-feira,49,12,2021-12,Dezembro,4,Q4,2,T4,False
2021-12-11,20211211,2021,345,11,6,sábado,49,12,2021-12,Dezembro,4,Q4,2,T4,True
2021-12-12,20211212,2021,346,12,7,domingo,49,12,2021-12,Dezembro,4,Q4,2,T4,True
2021-12-13,20211213,2021,347,13,1,segunda-feira,50,12,2021-12,Dezembro,4,Q4,2,T4,False
2021-12-14,20211214,2021,348,14,2,terça-feira,50,12,2021-12,Dezembro,4,Q4,2,T4,False
2021-12-15,20211215,2021,349,15,3,quarta-feira,50,12,2021-12,Dezembro,4,Q4,2,T4,False
2021-12-16,20211216,2021,350,16,4,quinta-feira,50,12,2021-12,Dezembro,4,Q4,2,T4,False
2021-12-17,20211217,2021,351,17,5,sexta-feira,50,12,2021-12,Dezembro,4,Q4,2,T4,False
2021-12-18,20211218,2021,352,18,6,sábado,50,12,2021-12,Dezembro,4,Q4,2,T4,True
2021-12-19,20211219,2021,353,19,7,domingo,50,12,2021-12,Dezembro,4,Q4,2,T4,True
2021-12-20,20211220,2021,354,20,1,segunda-feira,51,12,2021-12,Dezembro,4,Q4,2,T4,False
2021-12-21,20211221,2021,355,21,2,terça-feira,51,12,2021-12,Dezembro,4,Q4,2,T4,False
2021-12-22,20211222,2021,356,22,3,quarta-feira,51,12,2021-12,Dezembro,4,Q4,2,T4,False
2021-12-23,20211223,2021,357,23,4,quinta-feira,51,12,2021-12,Dezembro,4,Q4,2,T4,False
2021-12-24,20211224,2021,358,24,5,sexta-feira,51,12,2021-12,Dezembro,4,Q4,2,T4,False
2021-12-25,20211225,2021,359,25,6,sábado,51,12,2021-12,Dezembro,4,Q4,2,T4,True
2021-12-26,20211226,2021,360,26,7,domingo,51,12,2021-12,Dezembro,4,Q4,2,T4,True
2021-12-27,20211227,2021,361,27,1,segunda-feira,52,12,2021-12,Dezembro,4,Q4,2,T4,False
2021-12-28,20211228,2021,362,28,2,terça-feira,52,12,2021-12,Dezembro,4,Q4,2,T4,False
2021-12-29,20211229,2021,363,29,3,quarta-feira,52,12,2021-12,Dezembro,4,Q4,2,T4,False
2021-12-30,20211230,2021,364,30,4,quinta-feira,52,12,2021-12,Dezembro,4,Q4,2,T4,False
2021-12-31,20211231,2021,365,31,5,sexta-feira,52,12,2021-12,Dezembro,4,Q4,2,T4,False
2022-01-01,20220101,2022,1,1,6,sábado,52,1,2022-01,Janeiro,1,Q1,1,T1,True
2022-01-02,20220102,2022,2,2,7,domingo,52,1,2022-01,Janeiro,1,Q1,1,T1,True
2022-01-03,20220103,2022,3,3,1,segunda-feira,1,1,2022-01,Janeiro,1,Q1,1,T1,False
2022-01-04,20220104,2022,4,4,2,terça-feira,1,1,2022-01,Janeiro,1,Q1,1,T1,False
2022-01-05,20220105,2022,5,5,3,quarta-feira,1,1,2022-01,Janeiro,1,Q1,1,T1,False
2022-01-06,20220106,2022,6,6,4,quinta-feira,1,1,2022-01,Janeiro,1,Q1,1,T1,False
2022-01-07,20220107,2022,7,7,5,sexta-feira,1,1,2022-01,Janeiro,1,Q1,1,T1,False
2022-01-08,20220108,2022,8,8,6,sábado,1,1,2022-01,Janeiro,1,Q1,1,T1,True
2022-01-09,20220109,2022,9,9,7,domingo,1,1,2022-01,Janeiro,1,Q1,1,T1,True
2022-01-10,20220110,2022,10,10,1,segunda-feira,2,1,2022-01,Janeiro,1,Q1,1,T1,False
2022-01-11,20220111,2022,11,11,2,terça-feira,2,1,2022-01,Janeiro,1,Q1,1,T1,False
2022-01-12,20220112,2022,12,12,3,quarta-feira,2,1,2022-01,Janeiro,1,Q1,1,T1,False
2022-01-13,20220113,2022,13,13,4,quinta-feira,2,1,2022-01,Janeiro,1,Q1,1,T1,False
2022-01-14,20220114,2022,14,14,5,sexta-feira,2,1,2022-01,Janeiro,1,Q1,1,T1,False
2022-01-15,20220115,2022,15,15,6,sábado,2,1,2022-01,Janeiro,1,Q1,1,T1,True
2022-01-16,20220116,2022,16,16,7,domingo,2,1,2022-01,Janeiro,1,Q1,1,T1,True
2022-01-17,20220117,2022,17,17,1,segunda-feira,3,1,2022-01,Janeiro,1,Q1,1,T1,False
2022-01-18,20220118,2022,18,18,2,terça-feira,3,1,2022-01,Janeiro,1,Q1,1,T1,False
2022-01-19,20220119,2022,19,19,3,quarta-feira,3,1,2022-01,Janeiro,1,Q1,1,T1,False
2022-01-20,20220120,2022,20,20,4,quinta-feira,3,1,2022-01,Janeiro,1,Q1,1,T1,False
2022-01-21,20220121,2022,21,21,5,sexta-feira,3,1,2022-01,Janeiro,1,Q1,1,T1,False
2022-01-22,20220122,2022,22,22,6,sábado,3,1,2022-01,Janeiro,1,Q1,1,T1,True
2022-01-23,20220123,2022,23,23,7,domingo,3,1,2022-01,Janeiro,1,Q1,1,T1,True
2022-01-24,20220124,2022,24,24,1,segunda-feira,4,1,2022-01,Janeiro,1,Q1,1,T1,False
2022-01-25,20220125,2022,25,25,2,terça-feira,4,1,2022-01,Janeiro,1,Q1,1,T1,False
2022-01-26,20220126,2022,26,26,3,quarta-feira,4,1,2022-01,Janeiro,1,Q1,1,T1,False
2022-01-27,20220127,2022,27,27,4,quinta-feira,4,1,2022-01,Janeiro,1,Q1,1,T1,False
2022-01-28,20220128,2022,28,28,5,sexta-feira,4,1,2022-01,Janeiro,1,Q1,1,T1,False
2022-01-29,20220129,2022,29,29,6,sábado,4,1,2022-01,Janeiro,1,Q1,1,T1,True
2022-01-30,20220130,2022,30,30,7,domingo,4,1,2022-01,Janeiro,1,Q1,1,T1,True
2022-01-31,20220131,2022,31,31,1,segunda-feira,5,1,2022-01,Janeiro,1,Q1,1,T1,False
2022-02-01,20220201,2022,32,1,2,terça-feira,5,2,2022-02,Fevereiro,1,Q1,1,T1,False
2022-02-02,20220202,2022,33,2,3,quarta-feira,5,2,2022-02,Fevereiro,1,Q1,1,T1,False
2022-02-03,20220203,2022,34,3,4,quinta-feira,5,2,2022-02,Fevereiro,1,Q1,1,T1,False
2022-02-04,20220204,2022,35,4,5,sexta-feira,5,2,2022-02,Fevereiro,1,Q1,1,T1,False
2022-02-05,20220205,2022,36,5,6,sábado,5,2,2022-02,Fevereiro,1,Q1,1,T1,True
2022-02-06,20220206,2022,37,6,7,domingo,5,2,2022-02,Fevereiro,1,Q1,1,T1,True
2022-02-07,20220207,2022,38,7,1,segunda-feira,6,2,2022-02,Fevereiro,1,Q1,1,T1,False
2022-02-08,20220208,2022,39,8,2,terça-feira,6,2,2022-02,Fevereiro,1,Q1,1,T1,False
2022-02-09,20220209,2022,40,9,3,quarta-feira,6,2,2022-02,Fevereiro,1,Q1,1,T1,False
2022-02-10,20220210,2022,41,10,4,quinta-feira,6,2,2022-02,Fevereiro,1,Q1,1,T1,False
2022-02-11,20220211,2022,42,11,5,sexta-feira,6,2,2022-02,Fevereiro,1,Q1,1,T1,False
2022-02-12,20220212,2022,43,12,6,sábado,6,2,2022-02,Fevereiro,1,Q1,1,T1,True
2022-02-13,20220213,2022,44,13,7,domingo,6,2,2022-02,Fevereiro,1,Q1,1,T1,True
2022-02-14,20220214,2022,45,14,1,segunda-feira,7,2,2022-02,Fevereiro,1,Q1,1,T1,False
2022-02-15,20220215,2022,46,15,2,terça-feira,7,2,2022-02,Fevereiro,1,Q1,1,T1,False
2022-02-16,20220216,2022,47,16,3,quarta-feira,7,2,2022-02,Fevereiro,1,Q1,1,T1,False
2022-02-17,20220217,2022,48,17,4,quinta-feira,7,2,2022-02,Fevereiro,1,Q1,1,T1,False
2022-02-18,20220218,2022,49,18,5,sexta-feira,7,2,2022-02,Fevereiro,1,Q1,1,T1,False
2022-02-19,20220219,2022,50,19,6,sábado,7,2,2022-02,Fevereiro,1,Q1,1,T1,True
2022-02-20,20220220,2022,51,20,7,domingo,7,2,2022-02,Fevereiro,1,Q1,1,T1,True
2022-02-21,20220221,2022,52,21,1,segunda-feira,8,2,2022-02,Fevereiro,1,Q1,1,T1,False
2022-02-22,20220222,2022,53,22,2,terça-feira,8,2,2022-02,Fevereiro,1,Q1,1,T1,False
2022-02-23,20220223,2022,54,23,3,quarta-feira,8,2,2022-02,Fevereiro,1,Q1,1,T1,False
2022-02-24,20220224,2022,55,24,4,quinta-feira,8,2,2022-02,Fevereiro,1,Q1,1,T1,False
2022-02-25,20220225,2022,56,25,5,sexta-feira,8,2,2022-02,Fevereiro,1,Q1,1,T1,False
2022-02-26,20220226,2022,57,26,6,sábado,8,2,2022-02,Fevereiro,1,Q1,1,T1,True
2022-02-27,20220227,2022,58,27,7,domingo,8,2,2022-02,Fevereiro,1,Q1,1,T1,True
2022-02-28,20220228,2022,59,28,1,segunda-feira,9,2,2022-02,Fevereiro,1,Q1,1,T1,False
2022-03-01,20220301,2022,60,1,2,terça-feira,9,3,2022-03,Março,1,Q1,1,T1,False
2022-03-02,20220302,2022,61,2,3,quarta-feira,9,3,2022-03,Março,1,Q1,1,T1,False
2022-03-03,20220303,2022,62,3,4,quinta-feira,9,3,2022-03,Março,1,Q1,1,T1,False
2022-03-04,20220304,2022,63,4,5,sexta-feira,9,3,2022-03,Março,1,Q1,1,T1,False
2022-03-05,20220305,2022,64,5,6,sábado,9,3,2022-03,Março,1,Q1,1,T1,True
2022-03-06,20220306,2022,65,6,7,domingo,9,3,2022-03,Março,1,Q1,1,T1,True
2022-03-07,20220307,2022,66,7,1,segunda-feira,10,3,2022-03,Março,1,Q1,1,T1,False
2022-03-08,20220308,2022,67,8,2,terça-feira,10,3,2022-03,Março,1,Q1,1,T1,False
2022-03-09,20220309,2022,68,9,3,quarta-feira,10,3,2022-03,Março,1,Q1,1,T1,False
2022-03-10,20220310,2022,69,10,4,quinta-feira,10,3,2022-03,Março,1,Q1,1,T1,False
2022-03-11,20220311,2022,70,11,5,sexta-feira,10,3,2022-03,Março,1,Q1,1,T1,False
2022-03-12,20220312,2022,71,12,6,sábado,10,3,2022-03,Março,1,Q1,1,T1,True
2022-03-13,20220313,2022,72,13,7,domingo,10,3,2022-03,Março,1,Q1,1,T1,True
2022-03-14,20220314,2022,73,14,1,segunda-feira,11,3,2022-03,Março,1,Q1,1,T1,False
2022-03-15,20220315,2022,74,15,2,terça-feira,11,3,2022-03,Março,1,Q1,1,T1,False
2022-03-16,20220316,2022,75,16,3,quarta-feira,11,3,2022-03,Março,1,Q1,1,T1,False
2022-03-17,20220317,2022,76,17,4,quinta-feira,11,3,2022-03,Março,1,Q1,1,T1,False
2022-03-18,20220318,2022,77,18,5,sexta-feira,11,3,2022-03,Março,1,Q1,1,T1,False
2022-03-19,20220319,2022,78,19,6,sábado,11,3,2022-03,Março,1,Q1,1,T1,True
2022-03-20,20220320,2022,79,20,7,domingo,11,3,2022-03,Março,1,Q1,1,T1,True
2022-03-21,20220321,2022,80,21,1,segunda-feira,12,3,2022-03,Março,1,Q1,1,T1,False
2022-03-22,20220322,2022,81,22,2,terça-feira,12,3,2022-03,Março,1,Q1,1,T1,False
2022-03-23,20220323,2022,82,23,3,quarta-feira,12,3,2022-03,Março,1,Q1,1,T1,False
2022-03-24,20220324,2022,83,24,4,quinta-feira,12,3,2022-03,Março,1,Q1,1,T1,False
2022-03-25,20220325,2022,84,25,5,sexta-feira,12,3,2022-03,Março,1,Q1,1,T1,False
2022-03-26,20220326,2022,85,26,6,sábado,12,3,2022-03,Março,1,Q1,1,T1,True
2022-03-27,20220327,2022,86,27,7,domingo,12,3,2022-03,Março,1,Q1,1,T1,True
2022-03-28,20220328,2022,87,28,1,segunda-feira,13,3,2022-03,Março,1,Q1,1,T1,False
2022-03-29,20220329,2022,88,29,2,terça-feira,13,3,2022-03,Março,1,Q1,1,T1,False
2022-03-30,20220330,2022,89,30,3,quarta-feira,13,3,2022-03,Março,1,Q1,1,T1,False
2022-03-31,20220331,2022,90,31,4,quinta-feira,13,3,2022-03,Março,1,Q1,1,T1,False
2022-04-01,20220401,2022,91,1,5,sexta-feira,13,4,2022-04,Abril,2,Q2,1,T2,False
2022-04-02,20220402,2022,92,2,6,sábado,13,4,2022-04,Abril,2,Q2,1,T2,True
2022-04-03,20220403,2022,93,3,7,domingo,13,4,2022-04,Abril,2,Q2,1,T2,True
2022-04-04,20220404,2022,94,4,1,segunda-feira,14,4,2022-04,Abril,2,Q2,1,T2,False
2022-04-05,20220405,2022,95,5,2,terça-feira,14,4,2022-04,Abril,2,Q2,1,T2,False
2022-04-06,20220406,2022,96,6,3,quarta-feira,14,4,2022-04,Abril,2,Q2,1,T2,False
2022-04-07,20220407,2022,97,7,4,quinta-feira,14,4,2022-04,Abril,2,Q2,1,T2,False
2022-04-08,20220408,2022,98,8,5,sexta-feira,14,4,2022-04,Abril,2,Q2,1,T2,False
2022-04-09,20220409,2022,99,9,6,sábado,14,4,2022-04,Abril,2,Q2,1,T2,True
2022-04-10,20220410,2022,100,10,7,domingo,14,4,2022-04,Abril,2,Q2,1,T2,True
2022-04-11,20220411,2022,101,11,1,segunda-feira,15,4,2022-04,Abril,2,Q2,1,T2,False
2022-04-12,20220412,2022,102,12,2,terça-feira,15,4,2022-04,Abril,2,Q2,1,T2,False
2022-04-13,20220413,2022,103,13,3,quarta-feira,15,4,2022-04,Abril,2,Q2,1,T2,False
2022-04-14,20220414,2022,104,14,4,quinta-feira,15,4,2022-04,Abril,2,Q2,1,T2,False
2022-04-15,20220415,2022,105,15,5,sexta-feira,15,4,2022-04,Abril,2,Q2,1,T2,False
2022-04-16,20220416,2022,106,16,6,sábado,15,4,2022-04,Abril,2,Q2,1,T2,True
2022-04-17,20220417,2022,107,17,7,domingo,15,4,2022-04,Abril,2,Q2,1,T2,True
2022-04-18,20220418,2022,108,18,1,segunda-feira,16,4,2022-04,Abril,2,Q2,1,T2,False
2022-04-19,20220419,2022,109,19,2,terça-feira,16,4,2022-04,Abril,2,Q2,1,T2,False
2022-04-20,20220420,2022,110,20,3,quarta-feira,16,4,2022-04,Abril,2,Q2,1,T2,False
2022-04-21,20220421,2022,111,21,4,quinta-feira,16,4,2022-04,Abril,2,Q2,1,T2,False
2022-04-22,20220422,2022,112,22,5,sexta-feira,16,4,2022-04,Abril,2,Q2,1,T2,False
2022-04-23,20220423,2022,113,23,6,sábado,16,4,2022-04,Abril,2,Q2,1,T2,True
2022-04-24,20220424,2022,114,24,7,domingo,16,4,2022-04,Abril,2,Q2,1,T2,True
2022-04-25,20220425,2022,115,25,1,segunda-feira,17,4,2022-04,Abril,2,Q2,1,T2,False
2022-04-26,20220426,2022,116,26,2,terça-feira,17,4,2022-04,Abril,2,Q2,1,T2,False
2022-04-27,20220427,2022,117,27,3,quarta-feira,17,4,2022-04,Abril,2,Q2,1,T2,False
2022-04-28,20220428,2022,118,28,4,quinta-feira,17,4,2022-04,Abril,2,Q2,1,T2,False
2022-04-29,20220429,2022,119,29,5,sexta-feira,17,4,2022-04,Abril,2,Q2,1,T2,False
2022-04-30,20220430,2022,120,30,6,sábado,17,4,2022-04,Abril,2,Q2,1,T2,True
2022-05-01,20220501,2022,121,1,7,domingo,17,5,2022-05,Maio,2,Q2,1,T2,True
